16-06-2025 18:20:42 | TRACE | Task: 001_InicializarVariables | Desc: Se inicializan las rutas del robot.
16-06-2025 18:21:11 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}]
16-06-2025 18:21:11 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}
16-06-2025 18:21:11 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}]
16-06-2025 18:21:13 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp CASTRO CARLOS.pdf
16-06-2025 18:21:13 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}]
16-06-2025 18:21:13 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}
16-06-2025 18:21:13 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}]
16-06-2025 18:21:13 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp CORNEJO.pdf
16-06-2025 18:21:13 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}]
16-06-2025 18:21:13 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}
16-06-2025 18:21:13 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}]
16-06-2025 18:21:15 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp DE LA ROSA.pdf
16-06-2025 18:21:15 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}]
16-06-2025 18:21:15 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}
16-06-2025 18:21:15 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}]
16-06-2025 18:21:16 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp DI SILVESTRE.pdf
16-06-2025 18:21:16 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}]
16-06-2025 18:21:16 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}
16-06-2025 18:21:16 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}]
16-06-2025 18:21:17 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp DIAZ TABORDA.pdf
16-06-2025 18:21:17 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}]
16-06-2025 18:21:17 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-5g23MVhDFDMnX3TFLFJ1D5', 'extension': '.pdf'}
16-06-2025 18:21:17 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}, {'id': 'file-5g23MVhDFDMnX3TFLFJ1D5', 'extension': '.pdf'}]
16-06-2025 18:21:19 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp FERNANDEZ GALDAME.pdf
16-06-2025 18:21:19 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}, {'id': 'file-5g23MVhDFDMnX3TFLFJ1D5', 'extension': '.pdf'}]
16-06-2025 18:21:19 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-7W2sADNpobrxuGdgBgeRnX', 'extension': '.pdf'}
16-06-2025 18:21:19 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}, {'id': 'file-5g23MVhDFDMnX3TFLFJ1D5', 'extension': '.pdf'}, {'id': 'file-7W2sADNpobrxuGdgBgeRnX', 'extension': '.pdf'}]
16-06-2025 18:21:20 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp GIURA.pdf
16-06-2025 18:21:20 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}, {'id': 'file-5g23MVhDFDMnX3TFLFJ1D5', 'extension': '.pdf'}, {'id': 'file-7W2sADNpobrxuGdgBgeRnX', 'extension': '.pdf'}]
16-06-2025 18:21:20 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-7PEkt3oCtakcapqi1qNnBn', 'extension': '.pdf'}
16-06-2025 18:21:20 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-4jGuGdLF7eF978FX64NoDU', 'extension': '.pdf'}, {'id': 'file-932diDnEooGAfA6Jr4tgnG', 'extension': '.pdf'}, {'id': 'file-4eKCLgj7mabafu7KnRTQwQ', 'extension': '.pdf'}, {'id': 'file-D3QohdsVoKfGe5Y4XxAFND', 'extension': '.pdf'}, {'id': 'file-E4rJzudx2efBs3J2aLVLmV', 'extension': '.pdf'}, {'id': 'file-PPBFhnQKq2Vw4FR1UjEvEb', 'extension': '.pdf'}, {'id': 'file-6tTG6uExKsoeL8AzDWQ7ip', 'extension': '.pdf'}, {'id': 'file-29f2aJFQ81WyjsKyCXbdRk', 'extension': '.pdf'}, {'id': 'file-LxcNseBTYC3BAKVkJsTtfD', 'extension': '.pdf'}, {'id': 'file-LaYZLbjBSaUTHa1K3rpjNF', 'extension': '.pdf'}, {'id': 'file-2x1zWAU88BC7hQh9PcrqqU', 'extension': '.pdf'}, {'id': 'file-5g23MVhDFDMnX3TFLFJ1D5', 'extension': '.pdf'}, {'id': 'file-7W2sADNpobrxuGdgBgeRnX', 'extension': '.pdf'}, {'id': 'file-7PEkt3oCtakcapqi1qNnBn', 'extension': '.pdf'}]
16-06-2025 18:21:21 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp MANZANELI.pdf
